-DOCSTART- -X- -X- O

were	VBD	VP	O
combing	VBG	VP	O
the	DT	NP	O
area	NN	NP	O
in	IN	PP	O
search	NN	NP	O
of	IN	PP	O
other	JJ	NP	O
possible	JJ	NP	O
weapons	NNS	NP	O
or	CC	O	O
explosive	JJ	NP	O
devices	NNS	NP	O
.	.	O	O

The	DT	NP	O
police	NN	NP	O
spokeman	NN	NP	O
said	VBD	VP	O
plastic	JJ	NP	O
explosive	JJ	NP	O
like	IN	PP	O
C-4	NN	NP	O
is	VBZ	VP	O
not	RB	O	O
a	DT	NP	O
normal	JJ	NP	O
component	NN	NP	O
in	IN	PP	O
claymore	NN	NP	O
mines	NNS	NP	O
.	.	O	O

But	CC	O	O
he	PRP	NP	O
said	VBD	VP	O
the	DT	NP	O
eight	CD	NP	O
mines	NNS	NP	O
seized	VBN	VP	O
by	IN	PP	O
police	NN	NP	O
had	VBD	VP	O
been	VBN	VP	O
"	"	O	O
specially	RB	NP	O
adapted	VBN	VP	O
.	.	O	O
"	"	O	O

The	DT	NP	O
spokesman	NN	NP	O
declined	VBD	VP	O
further	JJ	NP	O
comment	NN	NP	O
,	,	O	O
except	IN	PP	O
to	TO	VP	O
say	VB	VP	O
that	IN	SBAR	O
two	CD	NP	O
women	NNS	NP	O
and	CC	O	O
a	DT	NP	O
man	NN	NP	O
identified	VBN	VP	O
as	IN	PP	O
a	DT	NP	O
lawyer	NN	NP	O
had	VBD	VP	O
been	VBN	VP	O
arrested	VBN	VP	O
in	IN	PP	O
connection	NN	NP	O
with	IN	PP	O
the	DT	NP	O
landmines	NNS	NP	O
.	.	O	O

-DOCSTART- -X- -X- O

Assault	NN	NP	O
charges	NNS	NP	O
dropped	VBD	VP	O
against	IN	PP	O
Surinam	NNP	NP	LOC
ex-rebel	VBN	VP	O
.	.	O	O

PARAMARIBO	RB	INTJ	LOC
,	,	O	O
Surinam	NNP	NP	LOC
1996-08-30	CD	NP	O

Flamboyant	JJ	NP	O
former	JJ	NP	O
Surinamese	NNP	NP	MISC
guerrilla	NN	NP	O
leader	NN	NP	O
Ronny	NNP	NP	PER
Brunswijk	NNP	NP	PER
walked	VBD	VP	O
free	JJ	ADJP	O
on	IN	PP	O
Friday	NNP	NP	O
after	IN	PP	O
charges	NNS	NP	O
of	IN	PP	O
attempted	JJ	NP	O
murder	NN	NP	O
were	VBD	VP	O
dropped	VBN	VP	O
,	,	O	O
police	NNS	NP	O
said	VBD	VP	O
.	.	O	O

Brunswijk	NN	NP	PER
had	VBD	VP	O
been	VBN	VP	O
in	IN	PP	O
police	NN	NP	O
custody	NN	NP	O
for	IN	PP	O
10	CD	NP	O
days	NNS	NP	O
after	IN	PP	O
Freddy	NNP	NP	PER
Pinas	NNP	NP	PER
,	,	O	O
a	DT	NP	O
Surinamese-born	NNP	NP	MISC
visitor	NN	NP	O
from	IN	PP	O
the	DT	NP	O
Netherlands	NNP	NP	LOC
,	,	O	O
accused	VBD	VP	O
Brunswijk	NNP	NP	PER
of	IN	PP	O
trying	VBG	VP	O
to	TO	VP	O
kill	VB	VP	O
him	PRP	NP	O
in	IN	PP	O
a	DT	NP	O
bar-room	NN	NP	O
brawl	NN	NP	O
in	IN	PP	O
the	DT	NP	O
mining	NN	NP	O
town	NN	NP	O
of	IN	PP	O
Moengo	NNP	NP	LOC
56	CD	NP	O
miles	NNS	NP	O
(	(	O	O
90	CD	NP	O
km	NN	NP	O
)	)	O	O
east	JJ	NP	O
of	IN	PP	O
Paramaribo	NNP	NP	LOC
.	.	O	O

Brunswijk	NNP	NP	PER
,	,	O	O
35	CD	NP	O
,	,	O	O
denied	VBD	VP	O
the	DT	NP	O
charge	NN	NP	O
and	CC	O	O
reached	VBD	VP	O
an	DT	NP	O
agreement	NN	NP	O
with	IN	PP	O
Pinas	NNP	NP	PER
after	IN	PP	O
replacing	VBG	VP	O
a	DT	NP	O
golden	JJ	NP	O
necklace	NN	NP	O
lost	VBD	VP	O
in	IN	PP	O
the	DT	NP	O
scuffle	NN	NP	O
.	.	O	O

It	PRP	NP	O
was	VBD	VP	O
the	DT	NP	O
second	JJ	NP	O
time	NN	NP	O
Brunswijk	NNP	NP	PER
had	VBD	VP	O
been	VBN	VP	O
charged	VBN	VP	O
with	IN	PP	O
attempted	JJ	NP	O
murder	NN	NP	O
in	IN	PP	O
less	JJR	NP	O
than	IN	NP	O
two	CD	NP	O
years	NNS	NP	O
.	.	O	O

In	IN	PP	O
1994	CD	NP	O
he	PRP	NP	O
served	VBD	VP	O
two	CD	NP	O
months	NNS	NP	O
for	IN	PP	O
shooting	VBG	VP	O
a	DT	NP	O
thief	NN	NP	O
in	IN	PP	O
the	DT	NP	O
backside	NN	NP	O
.	.	O	O

Brunswijk	NNP	NP	PER
,	,	O	O
who	WP	NP	O
led	VBD	VP	O
a	DT	NP	O
rebel	NN	NP	O
group	NN	NP	O
against	IN	PP	O
the	DT	NP	O
military	JJ	NP	O
regime	NN	NP	O
of	IN	PP	O
Desi	NNP	NP	PER
Bouterse	NNP	NP	PER
in	IN	PP	O
the	DT	NP	O
late	JJ	NP	O
1980s	CD	NP	O
,	,	O	O
is	VBZ	VP	O
now	RB	ADVP	O
a	DT	NP	O
successful	JJ	NP	O
businessman	NN	NP	O
with	IN	PP	O
mining	NN	NP	O
and	CC	NP	O
logging	NN	NP	O
interests	NNS	NP	O
.	.	O	O

-DOCSTART- -X- -X- O

Cambodian	JJ	NP	MISC
opposition	NN	NP	O
newspaper	NN	NP	O
editor	NN	NP	O
pardoned	VBD	VP	O
.	.	O	O

PHNOM	NNP	NP	LOC
PENH	NNP	NP	LOC
1996-08-30	CD	NP	O

Cambodia	NNP	NP	LOC
's	POS	NP	O
King	NNP	NP	O
Norodom	NNP	NP	PER
Sihanouk	NNP	NP	PER
on	IN	PP	O
Friday	NNP	NP	O
gave	VBD	VP	O
a	DT	NP	O
royal	JJ	NP	O
pardon	NN	NP	O
to	TO	PP	O
an	DT	NP	O
opposition	NN	NP	O
newspaper	NN	NP	O
editor	NN	NP	O
who	WP	NP	O
had	VBD	VP	O
alleged	VBN	VP	O
top-level	JJ	NP	O
corruption	NN	NP	O
.	.	O	O

Hen	NNP	NP	PER
Vipheak	NNP	NP	PER
,	,	O	O
former	JJ	NP	O
editor	NN	NP	O
of	IN	PP	O
the	DT	NP	O
Sereipheap	NNP	NP	ORG
Thmei	NNP	NP	ORG
(	(	O	O
New	NNP	NP	ORG
Liberty	NNP	NP	ORG
)	)	O	O
newspaper	NN	NP	O
,	,	O	O
stepped	VBD	VP	O
through	IN	PP	O
the	DT	NP	O
gates	NNS	NP	O
of	IN	PP	O
the	DT	NP	O
run-down	JJ	NP	O
French	JJ	NP	MISC
colonial-era	NN	NP	O
T3	JJ	NP	LOC
prison	NN	NP	O
late	JJ	NP	O
Friday	NNP	NP	O
afternoon	NN	NP	O
,	,	O	O
following	VBG	PP	O
intervention	NN	NP	O
on	IN	PP	O
his	PRP$	NP	O
behalf	NN	NP	O
by	IN	PP	O
King	NNP	NP	O
Sihanouk	NNP	NP	PER
.	.	O	O

The	DT	NP	O
Supreme	NNP	NP	ORG
Court	NNP	NP	ORG
had	VBD	VP	O
on	IN	PP	O
August	NNP	NP	O
23	CD	NP	O
sent	VBD	VP	O
the	DT	NP	O
opposition	NN	NP	O
Khmer	NNP	NP	ORG
Nation	NNP	NP	ORG
Party	NNP	NP	ORG
steering	NN	NP	O
committee	NN	NP	O
member	NN	NP	O
to	TO	PP	O
jail	NN	NP	O
after	IN	PP	O
upholding	VBG	VP	O
rulings	NNS	NP	O
by	IN	PP	O
the	DT	NP	O
municipal	JJ	NP	O
and	CC	NP	O
appeal	NN	NP	O
courts	NNS	NP	O
that	WP	NP	O
handed	VBD	VP	O
down	RP	PRT	O
a	DT	NP	O
five	CD	NP	O
million	CD	NP	O
riels	NNS	NP	O
(	(	O	O
$	$	ADJP	O
2,000	CD	O	O
)	)	O	O
fine	JJ	NP	O
and	CC	NP	O
one	CD	NP	O
year	NN	NP	O
's	POS	NP	O
imprisonment	NN	NP	O
.	.	O	O

The	DT	NP	O
judge	NN	NP	O
overturned	VBD	VP	O
a	DT	NP	O
decision	NN	NP	O
to	TO	VP	O
shut	VB	VP	O
down	RP	PRT	O
Hen	NNP	NP	PER
Vipheak	NNP	NP	PER
's	POS	NP	O
newspaper	NN	NP	O
.	.	O	O

The	DT	NP	O
editor	NN	NP	O
was	VBD	VP	O
prosecuted	VBN	VP	O
following	VBG	PP	O
a	DT	NP	O
May	NNP	NP	O
1995	CD	NP	O
article	NN	NP	O
alleging	VBG	VP	O
top-level	JJ	NP	O
corruption	NN	NP	O
.	.	O	O

Sihanouk	NNP	NP	PER
promised	VBD	VP	O
an	DT	NP	O
amnesty	NN	NP	O
to	TO	PP	O
Hen	NNP	NP	PER
Vipheak	NNP	NP	PER
,	,	O	O
along	IN	PP	O
with	IN	PP	O
fellow	NN	NP	O
KNP	NNP	NP	ORG
member	NN	NP	O
and	CC	O	O
journalist	NN	NP	O
Chan	NNP	NP	PER
Rattana	NNP	NP	PER
,	,	O	O
who	WP	NP	O
was	VBD	VP	O
released	VBN	VP	O
after	IN	PP	O
serving	VBG	VP	O
a	DT	NP	O
week	NN	NP	O
of	IN	PP	O
a	DT	NP	O
year-long	JJ	NP	O
jail	NN	NP	O
term	NN	NP	O
in	IN	PP	O
June	NNP	NP	O
.	.	O	O

Co-Premiers	NNS	NP	O
Prince	NNP	NP	O
Norodom	NNP	NP	PER
Ranariddh	NNP	NP	PER
and	CC	O	O
Hun	NNP	NP	PER
Sen	NNP	NP	PER
agreed	VBD	VP	O
earlier	RBR	NP	O
this	DT	NP	O
week	NN	NP	O
to	TO	PP	O
the	DT	NP	O
king	NN	NP	O
's	POS	NP	O
request	NN	NP	O
for	IN	PP	O
an	DT	NP	O
amnesty	NN	NP	O
.	.	O	O

-DOCSTART- -X- -X- O

Far	NNP	NP	LOC
East	NNP	NP	LOC
Gold	NNP	NP	O
-	:	O	O
Moribund	NNP	NP	O
market	NN	NP	O
seen	VBN	VP	O
continuing	VBG	VP	O
.	.	O	O

Mishi	NNP	NP	PER
Saran	NNP	NP	PER

HONG	IN	PP	LOC
KONG	VBG	VP	LOC
1996-08-30	CD	NP	O

Far	NNP	NP	LOC
East	NNP	NP	LOC
gold	NN	NP	O
traders	NNS	NP	O
thumped	VBD	VP	O
foreheads	NNS	NP	O
in	IN	PP	O
frustration	NN	NP	O
at	IN	PP	O
the	DT	NP	O
market	NN	NP	O
's	POS	NP	O
foot-dragging	NN	NP	O
this	DT	NP	O
week	NN	NP	O
and	CC	O	O
forecast	VBD	VP	O
on	IN	PP	O
Friday	NNP	NP	O
that	WDT	NP	O
next	JJ	NP	O
week	NN	NP	O
would	MD	VP	O
not	RB	VP	O
be	VB	VP	O
much	RB	ADJP	O
better	JJR	ADJP	O
.	.	O	O

The	DT	NP	O
Southeast	NNP	NP	MISC
Asian	NNP	NP	MISC
gold	NN	NP	O
market	NN	NP	O
was	VBD	VP	O
more	JJR	ADVP	O
or	CC	ADVP	O
less	RBR	ADVP	O
a	DT	NP	O
photo-fit	JJ	NP	O
picture	NN	NP	O
of	IN	PP	O
the	DT	NP	O
previous	JJ	NP	O
week	NN	NP	O
's	POS	NP	O
position	NN	NP	O
with	IN	PP	O
activity	NN	NP	O
slow	VB	VP	O
and	CC	O	O
bullion	NN	NP	O
prices	NNS	NP	O
trapped	VBN	VP	O
in	IN	PP	O
a	DT	NP	O
well-worn	JJ	NP	O
range	NN	NP	O
awaiting	VBG	VP	O
a	DT	NP	O
seasonal	JJ	NP	O
upturn	NN	NP	O
in	IN	PP	O
demand	NN	NP	O
and	CC	NP	O
prices	NNS	NP	O
into	IN	PP	O
the	DT	NP	O
fourth	JJ	NP	O
quarter	NN	NP	O
.	.	O	O

Singapore	NNP	NP	LOC
premiums	NNS	NP	O
for	IN	PP	O
Australian	JJ	NP	MISC
kilo	NN	NP	O
bars	NNS	NP	O
were	VBD	VP	O
quoted	VBN	VP	O
unchanged	JJ	ADJP	O
at	IN	PP	O
between	IN	NP	O
25-45	JJ	NP	O
cents	NNS	NP	O
an	DT	NP	O
ounce	NN	NP	O
over	IN	PP	O
spot	NN	NP	O
loco	NN	NP	O
London	NNP	NP	LOC
prices	NNS	NP	O
,	,	O	O
with	IN	PP	O
South	JJ	NP	MISC
Korean	JJ	NP	MISC
and	CC	NP	O
Indonesian-origin	NNP	NP	MISC
premiums	NNS	NP	O
also	RB	ADVP	O
steady	JJ	NP	O
at	IN	PP	O
10-20	CD	NP	O
cents	NNS	NP	O
an	DT	NP	O
ounce	NN	NP	O
.	.	O	O

Singapore	NNP	NP	LOC
dealers	NNS	NP	O
said	VBD	VP	O
they	PRP	NP	O
were	VBD	VP	O
concerned	VBN	ADJP	O
that	IN	SBAR	O
there	EX	NP	O
had	VBD	VP	O
been	VBN	VP	O
a	DT	NP	O
marked	JJ	NP	O
revival	NN	NP	O
in	IN	PP	O
offers	NNS	NP	O
to	TO	VP	O
sell	VB	VP	O
gold	NN	NP	O
by	IN	PP	O
South	JJ	NP	MISC
Korean	JJ	NP	MISC
traders	NNS	NP	O
,	,	O	O
following	VBG	PP	O
the	DT	NP	O
distress	NN	NP	O
sales	NNS	NP	O
of	IN	PP	O
recent	NN	NP	O
months	NNS	NP	O
after	IN	PP	O
the	DT	NP	O
Seoul	NNP	NP	LOC
government	NN	NP	O
's	POS	NP	O
crackdown	NN	NP	O
on	IN	PP	O
bullion	NN	NP	O
arbitrage	NN	NP	O
trade	NN	NP	O
.	.	O	O

"	"	O	O
I	PRP	NP	O
was	VBD	VP	O
shocked	VBN	VP	O
to	TO	VP	O
see	VB	VP	O
these	DT	NP	O
offers	NNS	NP	O
coming	VBG	VP	O
in	IN	PP	O
again	RB	ADVP	O
,	,	O	O
though	IN	SBAR	O
there	EX	NP	O
's	VBZ	VP	O
been	VBN	VP	O
no	DT	NP	O
indication	NN	NP	O
of	IN	PP	O
price	NN	NP	O
or	CC	NP	O
volume	NN	NP	O
.	.	O	O

I	PRP	NP	O
dread	NN	NP	O
to	TO	VP	O
think	VB	VP	O
what	WP	NP	O
will	MD	VP	O
happen	VB	VP	O
to	TO	PP	O
the	DT	NP	O
premiums	NNS	NP	O
if	IN	SBAR	O
the	DT	NP	O
Koreans	NNPS	NP	MISC
start	VBP	VP	O
selling	VBG	VP	O
in	IN	PP	O
force	NN	NP	O
,	,	O	O
"	"	O	O
one	CD	NP	O
dealer	NN	NP	O
said	VBD	VP	O
.	.	O	O

Continued	JJ	NP	O
dishoarding	NN	NP	O
of	IN	PP	O
kilo-bars	NN	NP	O
by	IN	PP	O
Indonesian	JJ	NP	MISC
sources	NNS	NP	O
ahead	RB	ADVP	O
of	IN	PP	O
next	JJ	NP	O
year	NN	NP	O
's	POS	NP	O
presidential	JJ	NP	O
election	NN	NP	O
has	VBZ	VP	O
also	RB	VP	O
kept	VBD	VP	O
a	DT	NP	O
lid	NN	NP	O
on	IN	PP	O
premiums	NNS	NP	O
.	.	O	O

Gold	NN	NP	O
closed	VBD	VP	O
down	RP	PRT	O
at	IN	PP	O
$	$	NP	O
387.00	CD	NP	O
/	SYM	O	O
$	$	NP	O
387.50	CD	NP	O
an	DT	NP	O
ounce	NN	NP	O
in	IN	PP	O
Hong	NNP	NP	LOC
Kong	NNP	NP	LOC
on	IN	PP	O
Friday	NNP	NP	O
,	,	O	O
versus	CC	O	O
New	NNP	NP	LOC
York	NNP	NP	LOC
's	POS	NP	O
$	$	ADJP	O
387.60	CD	O	O
/	SYM	O	O
$	$	NP	O
388	CD	NP	O
finish	NN	NP	O
on	IN	PP	O
Thursday	NNP	NP	O
.	.	O	O

Dealers	NNS	NP	O
said	VBD	VP	O
the	DT	NP	O
precious	JJ	NP	O
metal	NN	NP	O
eased	VBN	VP	O
on	IN	PP	O
a	DT	NP	O
report	NN	NP	O
that	IN	SBAR	O
the	DT	NP	O
International	NNP	NP	ORG
Monetary	NNP	NP	ORG
Fund	NNP	NP	ORG
might	MD	VP	O
sell	VB	VP	O
some	DT	NP	O
of	IN	PP	O
its	PRP$	NP	O
gold	NN	NP	O
to	TO	VP	O
reduce	VB	VP	O
the	DT	NP	O
debts	NNS	NP	O
of	IN	PP	O
the	DT	NP	O
poorest	JJS	NP	O
developing	VBG	NP	O
countries	NNS	NP	O
.	.	O	O

Easier	JJ	NP	O
silver	NN	NP	O
prices	NNS	NP	O
mid-week	NN	NP	O
helped	VBD	VP	O
keep	VB	VP	O
spot	NN	NP	O
gold	NN	NP	O
locked	VBN	VP	O
in	IN	PP	O
a	DT	NP	O
$	$	NP	O
386	CD	NP	O
-	:	NP	O
$	$	NP	O
389	CD	NP	O
an	DT	NP	O
ounce	NN	NP	O
range	NN	NP	O
,	,	O	O
dealers	NNS	NP	O
said	VBD	VP	O
,	,	O	O
but	CC	O	O
they	PRP	NP	O
remained	VBD	VP	O
optimistic	JJ	ADJP	O
that	IN	SBAR	O
the	DT	NP	O
usual	JJ	NP	O
seasonal	JJ	NP	O
pick-up	NN	NP	O
in	IN	PP	O
jewellery	JJ	NP	O
fabrication	NN	NP	O
demand	NN	NP	O
would	MD	VP	O
see	VB	VP	O
gold	JJ	NP	O
at	IN	PP	O
$	$	NP	O
395	CD	NP	O
by	IN	PP	O
end-October	NNP	NP	O
.	.	O	O

"	"	O	O
I	PRP	NP	O
still	RB	ADVP	O
think	VBP	VP	O
we	PRP	NP	O
'll	MD	VP	O
see	VB	VP	O
gold	JJ	NP	O
at	IN	PP	O
$	$	NP	O
395	CD	NP	O
by	IN	PP	O
the	DT	NP	O
end	NN	NP	O
of	IN	PP	O
October	NNP	NP	O
,	,	O	O
in	IN	PP	O
a	DT	NP	O
retracement	NN	NP	O
of	IN	PP	O
the	DT	NP	O
$	$	NP	O
418	CD	NP	O
-	:	NP	O
$	$	NP	O
380	CD	NP	O
move	NN	NP	O
we	PRP	NP	O
saw	VBD	VP	O
at	IN	PP	O
the	DT	NP	O
start	NN	NP	O
of	IN	PP	O
the	DT	NP	O
year	NN	NP	O
,	,	O	O
"	"	O	O
one	CD	NP	O
said	VBD	VP	O
.	.	O	O

Silver	NN	NP	O
,	,	O	O
basis	VBP	VP	O
the	DT	NP	O
September	NNP	NP	O
contract	NN	NP	O
on	IN	PP	O
New	NNP	NP	LOC
York	NNP	NP	LOC
's	POS	NP	O
Comex	NNP	NP	O
market	NN	NP	O
,	,	O	O
was	VBD	VP	O
expected	VBN	VP	O
to	TO	VP	O
find	VB	VP	O
support	NN	NP	O
at	IN	PP	O
between	IN	NP	O
$	$	NP	O
5.12	CD	NP	O
-	:	NP	O
$	$	NP	O
5.15	CD	NP	O
an	DT	NP	O
ounce	NN	NP	O
and	CC	O	O
meet	VBP	VP	O
resistance	NN	NP	O
from	IN	PP	O
$	$	NP	O
5.25	CD	NP	O
-	:	NP	O
$	$	NP	O
5.30	CD	NP	O
,	,	O	O
they	PRP	NP	O
added	VBD	VP	O
.	.	O	O

September	NNP	NP	O
silver	NN	NP	O
closed	VBD	VP	O
up	RB	ADVP	O
$	$	NP	O
0.004	CD	NP	O
in	IN	PP	O
New	NNP	NP	LOC
York	NNP	NP	LOC
on	IN	PP	O
Thursday	NNP	NP	O
at	IN	PP	O
$	$	NP	O
5.255	CD	NP	O
an	DT	NP	O
ounce	NN	NP	O
.	.	O	O

-DOCSTART- -X- -X- O

Tripoli	NNP	NP	LOC
decks	NNS	NP	O
out	IN	PP	O
for	IN	PP	O
coup	NN	NP	O
celebrations	NNS	NP	O
.	.	O	O

Mona	NNP	NP	PER
Eltahawy	NNS	NP	PER

TRIPOLI	NNP	NP	LOC
1996-08-30	CD	NP	O

Libyans	NNPS	NP	MISC
are	VBP	VP	O
dressing	VBG	NP	O
up	RP	O	O
their	PRP$	NP	O
capital	NN	NP	O
Tripoli	NNP	NP	LOC
for	IN	PP	O
celebrations	NNS	NP	O
on	IN	PP	O
Sunday	NNP	NP	O
of	IN	PP	O
the	DT	NP	O
27th	JJ	NP	O
anniversary	NN	NP	O
of	IN	PP	O
the	DT	NP	O
coup	NN	NP	O
which	WDT	NP	O
brought	VBD	VP	O
Muammar	NNP	NP	PER
Gaddafi	NNP	NP	PER
to	TO	PP	O
power	NN	NP	O
.	.	O	O

Green	NNP	NP	O
flags	NNS	NP	O
and	CC	NP	O
banners	NNS	NP	O
praise	VBP	VP	O
the	DT	NP	O
"	"	O	O
great	JJ	NP	O
revolution	NN	NP	O
"	"	O	O
and	CC	O	O
promise	VB	VP	O
defiance	NN	NP	O
against	IN	PP	O
United	NNP	NP	ORG
Nations	NNP	NP	ORG
sanctions	VBZ	VP	O
imposed	VBN	VP	O
for	IN	PP	O
Libya	NNP	NP	LOC
's	POS	NP	O
refusal	NN	NP	O
to	TO	PP	O
hand	NN	NP	O
over	IN	PP	O
for	IN	PP	O
trial	NN	NP	O
two	CD	NP	O
suspects	VBZ	VP	O
wanted	VBN	VP	O
in	IN	PP	O
connection	NN	NP	O
with	IN	PP	O
the	DT	NP	O
1988	CD	NP	O
bombing	NN	NP	O
of	IN	PP	O
a	DT	NP	O
Pan	NNP	NP	ORG
Am	NNP	NP	ORG
flight	NN	NP	O
over	IN	PP	O
Lockerbie	NNP	NP	LOC
,	,	O	O
Scotland	NNP	NP	LOC
.	.	O	O

"	"	O	O
We	PRP	NP	O
have	VBP	VP	O
chosen	VBN	VP	O
the	DT	NP	O
challenge	NN	NP	O
because	IN	SBAR	O
it	PRP	NP	O
is	VBZ	VP	O
our	PRP$	NP	O
only	JJ	NP	O
option	NN	NP	O
,	,	O	O
"	"	O	O
proclaimed	VBD	VP	O
one	CD	NP	O
banner	NN	NP	O
on	IN	PP	O
the	DT	NP	O
road	NN	NP	O
to	TO	PP	O
Tripoli	NNP	NP	LOC
airport	NN	NP	O
which	WDT	NP	O
serves	VBZ	VP	O
only	RB	NP	O
internal	JJ	NP	O
flights	NNS	NP	O
because	IN	PP	O
of	IN	PP	O
the	DT	NP	O
sanctions	NNS	NP	O
.	.	O	O

Huge	JJ	NP	O
stadium	NN	NP	O
lights	NNS	NP	O
are	VBP	VP	O
directed	VBN	VP	O
at	IN	PP	O
the	DT	NP	O
city	NN	NP	O
's	POS	NP	O
Green	NNP	NP	LOC
Square	NNP	NP	LOC
where	WRB	ADVP	O
makeshift	JJ	NP	O
stages	NNS	NP	O
await	VBP	VP	O
Sunday	NNP	NP	O
's	POS	NP	O
festivities	NNS	NP	O
.	.	O	O

Three	CD	NP	O
African	JJ	NP	MISC
leaders	NNS	NP	O
--	:	O	O
from	IN	PP	O
Niger	NNP	NP	LOC
,	,	NP	O
Guinea	NNP	NP	LOC
and	CC	O	O
Ghana	NNP	NP	LOC
--	:	O	O
are	VBP	VP	O
expected	VBN	VP	O
to	TO	VP	O
attend	VB	VP	O
the	DT	NP	O
celebrations	NNS	NP	O
marking	VBG	VP	O
September	NNP	NP	O
1	CD	NP	O
,	,	NP	O
1969	CD	NP	O
when	WRB	ADVP	O
a	DT	NP	O
group	NN	NP	O
of	IN	PP	O
young	JJ	NP	O
army	NN	NP	O
officers	NNS	NP	O
,	,	O	O
led	VBN	VP	O
by	IN	PP	O
a	DT	NP	O
27-year-old	JJ	NP	O
Gaddafi	NNP	NP	PER
,	,	O	O
deposed	VBN	VP	O
King	NNP	NP	O
Mohammed	NNP	NP	PER
Idris	NNP	NP	PER
.	.	O	O

"	"	O	O
The	DT	NP	O
revolution	NN	NP	O
has	VBZ	VP	O
brought	VBN	VP	O
us	PRP	NP	O
great	JJ	NP	O
achievements	NNS	NP	O
...	:	O	O

We	PRP	NP	O
are	VBP	VP	O
comfortable	JJ	ADJP	O
the	DT	NP	O
revolution	NN	NP	O
has	VBZ	VP	O
taken	VBN	VP	O
care	NN	NP	O
of	IN	PP	O
us	PRP	NP	O
,	,	O	O
improved	VBD	VP	O
our	PRP$	NP	O
lives	NNS	NP	O
and	CC	O	O
given	VBN	VP	O
us	PRP	NP	O
capabilites	NNS	NP	O
,	,	O	O
"	"	O	O
Samer	NNP	NP	PER
Ammar	NNP	NP	PER
Soliman	NNP	NP	PER
,	,	O	O
42	CD	NP	O
,	,	O	O
told	VBD	VP	O
Reuters	NNP	NP	ORG
as	IN	SBAR	O
he	PRP	NP	O
came	VBD	VP	O
out	IN	PP	O
of	IN	PP	O
Friday	NNP	NP	O
prayers	NNS	NP	O
.	.	O	O

But	CC	O	O
some	DT	NP	O
Libyans	NNPS	NP	MISC
have	VBP	VP	O
begun	VBN	VP	O
to	TO	VP	O
show	VB	VP	O
their	PRP$	NP	O
discontent	NN	NP	O
in	IN	PP	O
the	DT	NP	O
country	NN	NP	O
's	POS	NP	O
east	JJ	NP	O
,	,	O	O
which	WDT	NP	O
has	VBZ	VP	O
become	VBN	VP	O
a	DT	NP	O
hotbed	NN	NP	O
of	IN	PP	O
militant	JJ	NP	O
violence	NN	NP	O
.	.	O	O

Tripoli-based	JJ	NP	MISC
diplomats	NNS	NP	O
and	CC	O	O
exiled	VBD	VP	O
opponents	NNS	NP	O
said	VBD	VP	O
Gaddafi	NNP	NP	PER
's	POS	NP	O
airforce	NN	NP	O
blasted	VBD	VP	O
in	IN	PP	O
July	NNP	NP	O
rebel	NN	NP	O
strongholds	NNS	NP	O
in	IN	PP	O
the	DT	NP	O
mountainous	JJ	NP	O
Jebel	NNP	NP	LOC
al-Akhdar	NN	NP	LOC
region	NN	NP	O
.	.	O	O

Travellers	NNS	NP	O
arriving	VBG	VP	O
in	IN	PP	O
Egypt	NNP	NP	LOC
say	VBP	VP	O
militants	NNS	NP	O
and	CC	NP	O
police	NN	NP	O
officers	NNS	NP	O
clash	VBP	VP	O
regularly	RB	ADVP	O
in	IN	PP	O
Benghazi	NNP	NP	LOC
.	.	O	O

At	IN	NP	O
least	JJS	NP	O
20	CD	NP	O
people	NNS	NP	O
were	VBD	VP	O
killed	VBN	VP	O
in	IN	PP	O
the	DT	NP	O
capital	NN	NP	O
in	IN	PP	O
early	JJ	NP	O
July	NNP	NP	O
after	IN	PP	O
bodyguards	NNS	NP	O
loyal	JJ	ADJP	O
to	TO	PP	O
Gaddafi	NNP	NP	PER
's	POS	NP	O
sons	NNS	NP	O
fired	VBN	VP	O
at	IN	PP	O
spectators	NNS	NP	O
of	IN	PP	O
a	DT	NP	O
football	NN	NP	O
match	NN	NP	O
who	WP	NP	O
were	VBD	VP	O
chanting	VBG	VP	O
subversive	JJ	NP	O
slogans	NNS	NP	O
.	.	O	O

Gaddafi	NNP	NP	PER
has	VBZ	VP	O
dismissed	VBN	VP	O
any	DT	NP	O
unrest	NN	NP	O
as	IN	SBAR	O
the	DT	NP	O
work	NN	NP	O
of	IN	PP	O
foreigners	NNS	NP	O
,	,	O	O
and	CC	O	O
last	JJ	NP	O
year	NN	NP	O
deported	VBD	VP	O
thousands	NNS	NP	O
of	IN	PP	O
Sudanese	NNP	NP	MISC
and	CC	O	O
Egyptian	NNP	NP	MISC
workers	NNS	NP	O
.	.	O	O

-DOCSTART- -X- -X- O

Twilight	NN	NP	O
zone	NN	NP	O
for	IN	PP	O
Wall	NNP	NP	LOC
Street	NNP	NP	LOC
as	IN	PP	O
political	JJ	NP	O
race	NN	NP	O
heats	VBZ	VP	O
up	RP	PRT	O
.	.	O	O

Pierre	NNP	NP	PER
Belec	NNP	NP	PER

NEW	NNP	NP	LOC
YORK	NNP	NP	LOC
1996-08-30	CD	NP	O

For	IN	PP	O
Wall	NNP	NP	LOC
Street	NNP	NP	LOC
,	,	O	O
this	DT	NP	O
is	VBZ	VP	O
the	DT	NP	O
season	NN	NP	O
to	TO	VP	O
